Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Other small states;OSS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,82493182;38,20694339;36,66639228;40,95249255;41,32679271;44,15086515;48,57024878;48,30136926;46,57968426;43,18602384;43,60955607;41,37592915;42,41319725;45,03847556;53,13877659;45,35043019;46,31093863;48,92171072;52,7839995;44,76687151;42,61651892;44,79264451;45,68354451;;
Pakistan;PAK;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,6363;310,2732;315,7226;327,6729;347,9477;356,5438;378,4635;400,6249;403,5982;413,9574;405,7721;414,5408;417,7877;433,8931;450,5727;461,2957;492,4685;516,9551;513,2114;517,2426;554,0884;579,3396;564,3422;560,6645;
Panama;PAN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,7668;-8,0599;-7,2621;-8,7283;-13,4111;-4,0069;-10,1911;-8,5606;-6,4949;-10,3637;-8,8587;-7,5468;-8,628;-10,1378;-7,7044;-6,5662;-6,6226;-10,5265;-10,6871;-8,0033;-10,4292;-10,6924;-9,4661;-6,6397;
Peru;PER;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162,4089;159,6475;161,407;161,5242;165,4122;166,4717;166,0851;169,4384;172,9685;170,7629;169,1623;174,5333;176,069;194,9605;174,5048;168,439;190,6191;164,5101;163,699;192,98;181,8258;188,767;192,9949;194,8427;
Philippines;PHL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178,662;183,6431;178,6303;176,708;150,7908;153,4834;143,8417;151,9428;153,8699;156,5962;162,6841;169,4846;173,1486;184,7619;196,2464;209,5062;219,8865;248,4637;279,5724;287,3926;276,5887;287,6506;291,7647;303,3861;
Palau;PLW;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1421;2,3843;1,4111;1,6959;1,4979;1,7444;1,7037;1,365;1,3825;2,185;2,1064;2,3667;3,6224;1,7821;1,2237;1,1547;1,1021;1,1568;1,1883;1,228;1,2372;1,2907;1,3632;1,4027;
Papua New Guinea;PNG;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14,7998;-14,0099;-12,5734;-11,6584;-10,437;-8,3363;-4,2417;-1,581;2,5242;4,3558;6,8335;9,9564;5,3169;11,9632;10,143;12,3081;6,2797;-2,591;-2,5313;-2,0043;-3,2222;-3,5866;-3,3314;-3,1966;
Poland;POL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374,0969;375,7143;359,1568;367,2969;356,3538;357,2337;377,1731;381,8162;373,6597;357,1309;377,8999;369,0869;363,654;354,6497;346,9381;352,4627;356,4659;369,5314;369,2701;369,4378;351,4015;378,2241;358,7171;327,9664;
Pre-demographic dividend;PRE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1344,547167;1376,758949;1342,134842;1422,123355;1462,840368;1497,472561;1470,448073;1488,735197;1542,917366;1601,433385;1657,746609;1818,552021;1897,675913;1910,336485;2067,120624;1581,059305;1615,613271;1643,758769;1682,935121;1733,278624;1725,3754;1755,3652;1775,058;;
Puerto Rico (US);PRI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Dem. People's Rep.;PRK;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,4575;88,2164;84,2793;86,4298;88,9501;93,7319;95,4569;79,8011;87,1248;84,1008;81,7813;62,8584;60,7543;49,8238;53,5816;43,8675;49,4429;86,0462;76,8977;85,0407;79,7403;65,9951;68,6863;73,1425;
Portugal;PRT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,0371;76,2502;80,5792;85,514;78,0227;86,7999;76,1172;74,2597;68,2483;68,4926;64,74;62,926;61,7051;61,0136;58,2695;63,7955;65,0196;85,009;63,1097;59,5756;53,6623;52,9506;55,449;50,7625;
Paraguay;PRY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,3544;45,7016;44,3556;47,1922;47,3044;49,064;73,0655;76,9408;76,3071;79,5048;83,816;83,6741;73,4493;73,8485;81,8488;82,1278;64,335;64,2319;63,7693;64,8331;53,7853;48,1388;46,3063;46,324;
West Bank and Gaza;PSE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pacific island small states;PSS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,106878443;-1,623935586;-1,412284129;-1,549922571;0,180053786;2,399456543;1,8308671;2,56364;3,5640664;2,1038549;5,0483622;4,5149212;7,8531269;6,4699799;8,7378973;10,265156;11,481699;12,57601;12,78061;13,07751;12,80856714;13,25318143;13,56698143;;
Post-demographic dividend;PST;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14338,30523;14210,9869;14179,31306;14362,21351;14520,55476;14484,18529;14281,96535;14519,50713;14094,44518;13160,537;13638,05336;13390,82389;13138,38519;13267,4888;13013,5902;12951,64578;12678,97822;12699,94521;12819,82307;12528,158;11357,72028;11922,18824;11695,16094;;
French Polynesia;PYF;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Romania;ROU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,4664;105,6224;106,925;110,4434;110,4323;107,523;114,4475;111,1734;108,362;89,4047;82,1185;87,5023;82,2008;73,8921;63,8109;65,7617;63,5931;68,8968;72,2073;70,359;61,5564;67,9698;65,1233;59,2937;
Russian Federation;RUS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;679,3148;580,0523;636,7423;828,655;439,2452;501,8799;511,1968;481,6134;543,4257;376,9207;502,9792;957,7418;1350,7248;847,0306;1008,7275;1073,0513;1188,4476;1128,1533;1333,1738;1530,0297;1271,05;1748,2501;1421,5646;1478,9304;
Rwanda;RWA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,9906;-1,8333;-1,6293;-1,4944;-1,345;-1,2713;-0,4353;-0,4543;-0,3895;-0,3815;-0,2433;-0,4228;-0,3932;-0,3339;-0,4017;0,1119;-0,0005;0,0116;0,1572;0,3284;0,4382;0,5973;0,3848;0,4033;
South Asia;SAS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1784,683738;1821,188997;1861,417221;1923,941974;2033,07431;2120,714129;2234,884931;2394,59884;2491,572004;2619,361828;2725,64477;2903,157155;2938,605515;2980,221871;3227,959608;3276,932317;3333,400217;3483,547217;3530,215917;3465,675517;3255,108217;3520,623217;3744,647417;;
Saudi Arabia;SAU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344,527;356,3604;373,9135;400,6325;422,6869;449,7654;473,1174;494,5266;530,5561;549,8006;594,2426;625,1834;660,5728;669,2095;711,9572;743,7576;748,3161;743,5595;727,5767;729,5282;724,0871;742,2041;777,9788;796,1817;
Sudan;SDN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,8674;108,2312;111,8636;115,3494;118,0595;121,928;124,9885;128,0247;129,6262;131,5139;132,3531;129,1315;130,8802;132,2184;134,167;137,5964;141,4769;141,1635;145,7123;145,64;144,69;146,2843;145,7466;146,7596;
Senegal;SEN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5685;1,391;1,4671;1,421;2,2461;3,0562;3,3187;4,2627;4,9622;5,6989;6,6067;7,5697;8,0979;8,7957;9,7279;11,2952;12,8506;12,8507;13,7452;14,3144;13,9667;15,3661;15,7936;15,8437;
Singapore;SGP;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,2381;58,6865;51,3666;49,7471;52,3989;50,202;50,5103;51,0841;50,4027;51,4003;57,9835;60,4065;58,5232;62,0113;63,9279;65,8318;63,842;69,1029;67,0949;69,5917;68,0866;70,8927;71,8779;74,321;
Solomon Islands;SLB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1206;2,1428;3,5622;2,8102;4,2193;6,3574;5,499;6,6796;7,8376;6,6378;7,9646;7,7006;9,8453;10,0866;13,1598;14,7;16,0286;16,8239;16,8505;16,8619;16,873;16,8966;16,9238;16,9431;
Sierra Leone;SLE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;SLV;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,4933;13,0615;13,227;13,6823;14,0915;14,3642;14,8555;15,1083;14,2797;14,0059;13,6537;11,0894;11,3457;10,5239;11,0041;11,4946;11,4432;10,7856;11,0943;12,0566;10,8719;11,7631;12,1788;12,7073;
San Marino;SMR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia, Fed. Rep.;SOM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,5184;46,0511;46,6154;47,1426;47,6558;48,3421;47,465;46,2188;46,6521;47,0331;47,3231;47,639;47,8618;47,9225;48,0898;48,1037;48,344;48,4455;48,8403;49,3615;49,795;49,6065;49,7124;49,8499;
Serbia;SRB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sub-Saharan Africa (excluding high income);SSA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1665,255678;1719,654395;1691,646994;1787,601407;1866,738254;1935,79399;1909,524027;1948,153272;2029,504164;2041,320205;2105,882251;2255,848991;2356,755511;2362,435112;2539,359979;2019,387488;2036,349904;2097,101852;2147,066856;2201,871109;2125,755315;2169,162045;2174,611845;;
South Sudan;SSD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sub-Saharan Africa;SSF;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709,446064;1778,507082;1767,371881;1871,729894;1962,812341;2044,283478;2033,144615;2090,124861;2185,862853;2211,609495;2290,708041;2449,409882;2564,650702;2584,438203;2773,34675;2263,70794;2293,127237;2363,258966;2423,65735;2489,779903;2419,176809;2457,445039;2464,955539;;
Small states;SST;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-98,23268254;-90,40984841;-91,44360769;-87,16631206;-85,33980214;-74,64549478;-67,35884182;-67,35333569;-70,39018542;-75,91399439;-67,73446356;-65,00566536;-61,8420871;-62,35608585;-47,58046812;-59,67126003;-63,48277185;-64,85472616;-60,99667867;-60,82973895;-68,19300739;-69,03436552;-67,53546552;;
Sao Tome and Principe;STP;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,304;-0,3047;-0,2938;-0,283;-0,2721;-0,2637;-0,2562;-0,2542;-0,2449;-0,2322;-0,2225;-0,2173;-0,2105;-0,2341;-0,2616;-0,2796;-0,2988;-0,2925;-0,2909;-0,2656;-0,2555;-0,2532;-0,2232;-0,2125;
Suriname;SUR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,6059;-1,5853;-3,5913;-4,7415;-5,9625;-6,9654;-8,4296;-10,0659;-11,1481;-12,4507;-10,0277;-10,4155;-10,8314;-12,415;-4,4633;-9,9873;-11,6924;-14,2001;-14,5366;-13,9703;-14,0488;-14,0507;-14,1385;-14,0592;
Slovak Republic;SVK;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,4776;43,7346;42,9468;44,2352;43,9183;47,8828;45,1367;44,6185;45,487;41,3787;45,0759;42,9688;39,5315;39,2063;38,6253;39,0422;39,9244;42,2694;42,7688;39,4793;35,2725;39,5187;38,1694;36,9578;
Slovenia;SVN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,1781;15,9305;15,5605;15,6927;16,1228;16,2763;16,4146;15,9821;16,849;14,659;14,8541;13,8867;13,3432;14,899;19,0431;19,3804;20,2637;20,6169;20,5741;14,5727;13,4528;13,618;12,8987;11,6701;
Sweden;SWE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,9276;11,796;13,8772;15,8804;17,8873;11,0641;6,9472;3,5776;4,0773;-0,1605;4,8354;1,1689;0,2238;-1,7129;-1,9546;0,5692;3,2412;8,5266;12,2593;11,9916;11,0806;15,6204;14,8491;16,224;
Eswatini;SWZ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,4807;-0,6096;-0,5739;-0,5243;-0,4812;-0,499;-0,5652;-0,4789;-0,535;-0,5611;-0,8475;-0,9727;-0,9601;-0,7501;-0,7402;-0,7021;-0,6237;-0,6797;-0,6737;-0,5916;-0,6064;-0,4978;-0,3888;-0,3434;
Sint Maarten (Dutch part);SXM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5462;0,6176;0,5392;0,545;0,8544;0,7587;0,857;0,6611;0,7227;0,824;0,7217;0,5897;0,7041;0,6183;0,739;0,7918;1,016;1,0599;0,934;1,0032;1,0684;1,09;1,1505;1,1874;
Syrian Arab Republic;SYR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,917;77,4169;73,0651;73,4922;74,4453;86,3678;88,1492;92,0732;91,7242;89,0191;88,6529;84,4415;66,4318;47,8558;42,9259;41,1044;40,0411;41,884;42,3165;41,2616;40,4967;40,0301;40,1651;41,1676;
Turks and Caicos Islands;TCA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,5288;22,8084;24,331;26,4689;29,7271;31,6559;33,2924;35,1637;36,9502;39,0565;42,186;45,0135;48,726;52,0187;55,5039;60,979;64,8326;69,2169;73,1795;77,2809;76,8367;80,3627;85,8897;90,2333;
East Asia & Pacific (IDA & IBRD countries);TEA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6166,148677;5784,035104;6358,513146;6937,236854;8232,794369;9227,03232;10743,20372;10565,94058;10693,11377;11682,45775;12174,81671;13446,33097;14203,27378;14602,31642;15164,8062;15607,70658;14547,69297;14786,2344;15798,82882;16473,88268;16626,73678;17342,13729;17418,13199;;
Europe & Central Asia (IDA & IBRD countries);TEC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3394,59153;3354,119712;3358,112478;3511,985974;3547,796376;3574,990597;3730,323358;3771,399699;3776,845767;3393,066947;3569,154778;3816,225965;3787,950692;3766,110481;3603,13228;3632,457047;3656,855551;3786,438081;3949,771771;4040,737512;3900,471075;4227,626219;4206,910919;;
Togo;TGO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,9918;24,5562;25,3052;26,2262;26,8323;27,5896;28,1328;28,7791;29,8467;31,8475;32,3313;32,8242;33,8601;34,3105;34,6602;35,26;36,5973;37,0914;38,1712;38,4577;39,1159;39,6381;39,9959;40,1314;
Thailand;THA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248,4991;251,8892;274,1863;287,5629;300,9664;309,3664;311,569;317,2618;318,8277;315,6394;342,7529;333,5588;346,0825;354,3452;325,8389;340,7905;343,3852;348,0257;344,8279;344,5862;341,7327;337,4744;350,5038;348,7945;
Tajikistan;TJK;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,9899;11,592;12,4991;11,8858;14,0712;13,6006;14,3346;15,8698;14,707;13,9968;13,926;13,9422;14,3028;14,3009;15,539;16,0809;16,886;18,3912;19,5388;20,2664;20,7347;20,5883;20,3287;20,5701;
Turkmenistan;TKM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,9611;60,4857;66,794;76,1534;80,0019;80,3318;84,3213;88,9508;92,702;80,8749;87,9813;94,6728;98,583;97,4899;96,0525;99,4881;98,28;97,758;96,8667;97,5893;98,9194;97,474;98,9505;97,9276;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3565,255734;3513,397085;3775,839486;4897,301573;5203,332585;4239,981438;3979,607878;3734,196728;3868,521658;3172,548685;3234,12516;3372,539728;3359,219231;3599,768259;3438,687438;3525,153144;3558,189082;3608,393311;3493,714469;3508,504392;3396,174084;3560,845086;3612,249086;;
Timor-Leste;TLS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6227;0,7348;0,7143;0,9076;1,4466;1,8326;3,4978;-3,4932;-2,2668;-0,1904;1,8573;-1,1459;-0,1752;-0,2209;3,6406;0,766;0,5645;0,5224;0,4346;0,5975;0,4357;0,4381;0,5374;0,5292;
Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);TMN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1254,55453;1249,89099;1271,96862;1352,12482;1409,28197;1487,34443;1573,4129;1627,94622;1664,7388;1699,18424;1714,49683;1736,46033;1735,50584;1764,99092;1815,8832;1814,97371;1884,70045;1954,3302;1952,27842;1979,87592;2001,85412;2088,82492;2109,87192;;
Tonga;TON;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,7876;-1,7918;-1,781;-1,7607;-1,7747;-1,765;-1,6346;-1,7713;-1,7613;-1,7538;-1,7582;-1,7645;-1,7651;-1,7636;-1,7503;-1,7465;-1,737;-1,702;-1,7214;-1,6884;-1,6848;-1,6747;-1,6627;-1,6549;
South Asia (IDA & IBRD);TSA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1784,683738;1821,188997;1861,417221;1923,941974;2033,07431;2120,714129;2234,884931;2394,59884;2491,572004;2619,361828;2725,64477;2903,157155;2938,605515;2980,221871;3227,959608;3276,932317;3333,400217;3483,547217;3530,215917;3465,675517;3255,108217;3520,623217;3744,647417;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709,446064;1778,507082;1767,371881;1871,729894;1962,812341;2044,283478;2033,144615;2090,124861;2185,862853;2211,609495;2290,708041;2449,409882;2564,650702;2584,438203;2773,34675;2263,70794;2293,127237;2363,258966;2423,65735;2489,779903;2419,176809;2457,445039;2464,955539;;
Trinidad and Tobago;TTO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,1653;23,9971;26,0465;30,1052;32,1561;39,2417;43,3987;44,276;43,1052;42,0997;46,1588;45,942;42,4264;41,6985;41,521;41,1518;37,8852;36,9372;37,0519;37,8053;34,3205;33,2056;32,6102;31,9946;
Tunisia;TUN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,2005;22,1766;21,9239;21,6326;23,2066;24,4239;25,8053;26,652;27,9315;27,8174;29,7036;27,5588;29,359;28,8726;30,6559;30,5667;29,1017;29,1076;28,0952;28,7293;26,9267;29,6663;29,0052;30,1476;
Turkiye;TUR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245,7315;292,4185;229,2382;240,9091;245,9364;255,5624;291,6715;320,3097;322,4455;327,1475;342,1805;363,1431;384,9763;378,7063;404,8386;423,6245;451,7548;495,1477;506,4993;502,2146;525,4007;575,3971;542,4483;537,0512;
Tuvalu;TUV;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0035;0,0035;0,0036;0,0036;0,0037;0,0037;0,0037;0,0037;0,0037;0,0037;0,0037;0,0038;0,0038;0,0038;0,0038;0,0038;0,0039;0,0039;0,0039;0,0039;0,0039;0,0039;0,004;0,004;
