Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Djibouti;DJI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,366;0,3694;0,4041;0,4617;0,4486;0,4258;0,4112;0,4387;0,5336;0,4261;-4,9936;-5,1659;-4,9689;-4,8736;-4,8619;-4,9368;-4,9592;-5,0232;-4,962;-4,9591;-4,9156;-4,8516;-4,8781;-4,8676;
Dominica;DMA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,0225;-0,0221;-0,0222;-0,0138;-0,0076;-0,0064;-0,0023;0,0111;0,0082;0,0099;0,0128;-1,3204;-1,3248;-1,3192;-1,3116;-1,3061;-1,3005;-2,6267;-2,6207;-2,6112;-2,6273;-2,6197;-2,6194;-2,6151;
Denmark;DNK;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,1752;75,3182;75,5635;80,8622;74,5244;70,5804;78,2762;73,9434;68,737;65,7421;65,0763;59,0323;53,5745;55,4209;51,5826;48,6881;51,5229;49,1967;51,2341;46,903;44,363;44,6665;42,3769;40,8926;
Dominican Republic;DOM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,3611;31,0653;33,4745;31,0986;30,5658;31,849;34,0604;35,1768;35,4829;35,1318;36,5034;36,8446;37,6938;37,3827;37,8997;40,295;41,6983;40,9754;43,4071;46,4911;45,2095;48,4085;48,6129;50,5967;
Algeria;DZA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,5879;138,2212;137,531;151,3743;150,2013;155,2788;162,9882;163,8852;171,161;166,9808;174,6635;180,8291;199,5007;201,3039;214,8173;223,7931;222,1341;228,4447;236,5571;242,6707;229,8479;243,4015;251,688;245,264;
East Asia & Pacific (excluding high income);EAP;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6248,464077;5869,867204;6441,381346;7021,970754;8320,246569;9319,01982;10836,95692;10644,37668;10778,85607;11764,37355;12254,49161;13506,82267;14260,40568;14650,35812;15217,1641;15650,41938;14596,03377;14871,1238;15874,53822;16557,69538;16705,23988;17406,84169;17485,45509;;
Early-demographic dividend;EAR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6986,22601;6504,014392;6890,452509;6972,876885;7641,73749;7989,943311;9138,407814;8678,784804;8838,583875;9329,969927;9209,93076;9790,690684;10423,97017;10370,84813;11136,16634;11818,57675;10960,52621;11271,95605;11647,89601;11883,38599;11500,03416;12048,54435;12428,48985;;
East Asia & Pacific;EAS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8739,454465;8368,399217;8972,667627;9549,754439;10864,80104;11908,05874;13422,86792;13298,95887;13352,34984;14287,07763;14885,5428;16205,00911;16995,06004;17399,84254;17908,51584;18305,76361;17236,89655;17516,63812;18489,80366;19115,4815;19137,52028;19874,24872;19824,17552;;
Europe & Central Asia (excluding high income);ECA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1273,375456;1263,509569;1319,717189;1393,537112;1411,824993;1439,251375;1528,853767;1567,091562;1635,239128;1487,179532;1563,369;1661,762298;1654,939634;1653,574236;1568,759911;1498,633004;1566,55023;1612,418763;1659,581075;1637,827558;1618,471658;1691,873338;1606,509538;;
Europe & Central Asia;ECS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7800,884377;7732,107767;7743,676292;7989,525093;8001,644664;7992,577185;8100,327833;8136,754524;7981,611211;7287,101323;7578,779756;7666,9156;7614,757191;7520,504356;7204,501084;7268,923615;7285,555232;7471,408216;7538,472745;7470,567387;7027,362337;7540,221949;7416,655149;;
Ecuador;ECU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,1295;91,6913;91,51;93,0006;96,0802;96,3895;98,2049;97,2196;97,0541;100,1149;102,7068;102,0508;101,0318;103,4307;104,1816;101,2692;98,8718;93,3136;90,451;90,3752;84,8434;93,2071;96,4593;99,3997;
Egypt, Arab Rep.;EGY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euro area;EMU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3304,559334;3275,489024;3313,753461;3383,430825;3368,337321;3355,388311;3310,822964;3327,984731;3206,504917;2976,54973;3063,850593;2969,389351;2937,527416;2878,124555;2769,983278;2814,265336;2822,293645;2883,019874;2788,281216;2658,653493;2419,92492;2574,151539;2495,831739;;
Eritrea;ERI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,1998;5,1161;5,0714;5,1896;5,2612;5,2331;5,0851;5,3017;5,2481;5,3116;5,3116;5,5948;5,6665;5,6959;5,75;5,7923;5,88;5,8819;5,9968;6,0544;6,0843;6,1698;6,157;6,1898;
Spain;ESP;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351,1572;347,6873;365,6821;375,9424;391,8345;404,8613;394,9955;415,134;380,0007;343,4514;327,2793;326,4866;321,0466;293,2674;288,6055;297,9821;289,1229;301,9761;294,5013;277,3576;238,9134;256,3966;253,4434;233,906;
Estonia;EST;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,4025;18,3093;18,475;21,4024;20,9497;19,7704;16,5126;19,8692;18,3597;14,7416;19,9753;21,541;22,2458;25,7007;25,5648;24,2789;25,0785;26,3865;29,4483;21,5593;15,3062;15,7858;15,4194;16,1474;
Ethiopia;ETH;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,1901;58,7812;75,7326;84,1311;95,7681;108,2799;123,3135;141,8611;156,1873;170,0174;184,6569;193,5248;207,7454;221,9399;233,8036;244,0852;256,4244;265,7629;276,3228;287,5727;293,0266;287,8665;289,8667;293,0677;
European Union;EUU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4152,022017;4134,493507;4150,693712;4250,947747;4218,25865;4187,854155;4179,535719;4195,709184;4043,676013;3750,141495;3859,865927;3757,092092;3692,806155;3607,699365;3476,579156;3535,145864;3548,60856;3638,245806;3550,374893;3410,326786;3124,245703;3323,642419;3228,934619;;
Fragile and conflict affected situations;FCS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1851,052093;1901,142998;1888,979356;1996,343569;2028,563092;2091,145775;2107,739488;2137,881408;2194,263222;2188,94717;2254,683738;2429,570855;2494,183353;2511,217562;2600,43943;2019,109775;2040,006505;2041,101743;2072,594002;2070,264334;1963,675778;1967,505778;1923,018978;;
Finland;FIN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,4735;54,8646;56,0926;64,2274;59,0457;46,091;54,534;62,1751;50,6026;35,7894;57,2119;49,5476;41,7187;49,3931;44,56;46,0331;53,5025;54,015;65,6788;58,3636;51,6627;61,0006;57,5078;52,6341;
Fiji;FJI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,1656;3,3131;3,0051;3,2217;3,7178;3,4701;3,6129;3,4994;3,3074;2,2418;3,8902;3,2334;3,1974;3,3917;3,0961;3,1617;3,1594;3,3809;3,5031;3,692;3,6519;3,7011;3,8688;3,961;
France;FRA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511,7882;502,0902;485,6902;484,2617;483,8751;485,1872;471,8394;470,3824;463,9526;461,1095;468,8219;450,062;449,0606;437,8829;411,4963;418,8697;424,2918;435,1724;412,0556;405,0328;359,137;393,0572;380,5132;346,6665;
Faroe Islands;FRO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia, Fed. Sts.;FSM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,5293;-0,5293;-0,5293;-0,5293;-0,5293;-0,5293;-0,5293;-0,5289;-0,529;-0,5271;-0,5272;-0,5249;-0,5249;-0,5237;-0,5236;-0,5229;-0,5222;-0,5226;-0,5219;-0,5203;-0,5211;-0,5205;-0,5197;-0,5192;
Gabon;GAB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-69,6458;-71,0998;-73,5606;-72,0032;-75,8012;-78,9916;-85,8635;-92,1675;-93,9012;-97,728;-100,4159;-96,3084;-97,1135;-94,3908;-93,2854;-93,2706;-91,4592;-89,2651;-90,7026;-88,8594;-89,0412;-89,9731;-89,0451;-87,3989;
United Kingdom;GBR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;689,5774;696,0138;674,5847;683,7334;678,1;668,7374;662,132;647,7525;624,5758;570,8223;584,5571;540,3708;562,1668;549,5652;509,1862;494,0052;471,5009;460,0367;451,7301;434,0307;392,9249;412,7854;399,9596;373,2832;
Georgia;GEO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,6016;2,7641;3,0407;3,7339;4,1274;5,2222;5,087;6,5814;5,2625;6,1666;6,1777;7,2352;8,1628;9,7153;10,5896;10,8487;11,134;11,2686;11,0754;11,9063;11,4428;12,1654;12,9243;13,2486;
Ghana;GHA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,6544;21,8222;23,3826;22,6976;22,0574;22,7776;24,9068;25,4658;27,1067;27,9197;29,444;32,4485;35,3965;37,818;37,8935;39,4796;39,3636;42,2227;44,9454;49,7344;51,8007;53,2102;55,0024;55,0634;
Gibraltar;GIB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,9316;45,102;45,556;46,0825;46,5541;47,0607;47,6436;48,1282;48,7731;49,4671;52,1003;53,0216;53,6038;54,0012;54,7359;55,8689;56,8896;57,8095;58,6462;59,3188;59,9328;60,5913;61,561;62,2347;
Gambia, The;GMB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,451;2,4405;2,4613;2,5878;2,6496;2,6832;2,7488;2,777;2,8751;3,0978;3,1569;2,9625;2,9819;3,0625;3,1674;3,2697;3,1923;3,1236;3,0101;3,1107;3,1152;3,0294;3,1103;3,0808;
Guinea-Bissau;GNB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25,2115;-25,2255;-25,1929;-25,1349;-25,1132;-25,0712;-24,9813;-24,8916;-24,8061;-24,7013;-24,5986;-26,5166;-25,1224;-13,9179;-18,3902;-18,9262;-15,4026;-14,5257;-15,0534;-14,8236;-13,7144;-17,2177;-19,5456;-19,5472;
Equatorial Guinea;GNQ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,5636;22,0803;19,3182;20,4748;24,5343;24,1586;25,4884;26,6801;25,5354;22,8928;23,5378;23,4129;23,3792;22,5383;22,6145;22,8311;21,7231;20,3274;18,5664;17,9835;17,8904;17,1775;16,7299;15,535;
Greece;GRC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,2747;119,0107;119,3377;123,0175;123,1688;124,6161;121,2294;126,6057;121,2693;115,2279;108,1052;104,9694;100,1917;93,4758;91,1877;88,005;85,9968;86,6046;83,2072;76,9659;66,5227;67,8418;67,8946;64,5886;
Grenada;GRD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9906;0,9919;0,9975;1,0047;1,0015;1,0072;-0,0464;-0,0365;-0,0276;-0,02;-0,0076;-0,035;-0,0316;-0,0033;-0,0153;-0,0076;0,0035;0,0044;0,0082;0,0286;0,0002;0,014;0,0153;0,0234;
Greenland;GRL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,5471;53,3484;54,2942;60,9083;51,8326;57,798;55,1877;58,555;56,8109;58,5181;57,3483;60,0673;57,9487;61,8866;62,1969;66,4528;74,9131;67,8199;69,4704;74,9869;79,3103;75,7402;73,2036;74,8741;
Guam;GUM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-139,6788;-139,7829;-140,0209;-139,866;-140,0234;-140,3592;-140,638;-140,3779;-140,3522;-140,3369;-140,1777;-140,1207;-133,6906;-135,2323;-134,9501;-138,2799;-139,1449;-139,0695;-135,4338;-131,8206;-132,4381;-135,1685;-134,122;-134,2162;
High income;HIC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16561,67475;16434,43604;16376,67674;16647,1322;16887,25164;16930,15541;16834,32588;17114,85588;16701,88669;15619,88232;16278,09671;16164,66764;15981,42374;16106,21841;15877,3053;16030,10017;15705,81647;15904,94503;16031,43399;15893,40937;14616,74682;15489,36242;15445,13042;;
Hong Kong SAR, China;HKG;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;HND;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8201;2,918;4,143;5,693;6,7914;5,9331;7,0419;10,9827;11,1253;11,0093;11,0558;12,3981;13,082;12,6523;13,1429;13,9664;13,9864;12,8173;12,6892;14,0561;12,8956;14,0587;14,6705;15,4841;
Heavily indebted poor countries (HIPC);HPC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;493,7144297;530,0056125;567,5178053;616,0545192;660,648533;710,5329258;756,8240576;809,0637004;858,1049002;944,564639;967,4535527;1090,361869;1185,24681;1200,131551;1339,632492;861,6975318;908,1755558;950,2697091;1001,062617;1051,419148;1070,023081;1098,459413;1126,380113;;
Croatia;HRV;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,0659;18,0473;18,4905;20,806;21,1042;20,8494;21,469;24,3282;22,9368;21,0401;20,4546;21,4432;20,1018;18,8834;18,3373;19,3836;19,9405;21,2798;19,7237;19,7514;19,1627;19,4393;19,9168;19,3434;
Haiti;HTI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,8013;10,9136;11,2272;11,2995;11,2408;11,4305;11,5852;12,112;12,2222;12,3849;13,0434;13,5928;13,5925;13,8593;14,1671;14,5087;14,8067;14,8285;15,0808;14,9412;14,6493;14,567;14,6608;14,8052;
Hungary;HUN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76,3427;76,4269;75,2992;75,6116;75,5849;73,6497;74,7289;71,7522;67,5896;62,5937;62,8645;62,7384;58,366;56,4553;55,5108;57,6824;59,501;61,8197;62,3804;61,8092;58,7119;59,8883;57,3498;54,0071;
IBRD only;IBD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15759,77385;15322,28713;16203,01449;18201,22832;20022,0782;20230,18418;21780,26549;21587,80864;21991,89377;22014,92774;22850,57538;24574,29763;25351,98841;26006,46336;26529,86429;27187,32205;26229,92299;26843,16877;27951,71452;28670,76998;28275,95175;29785,62859;30123,34469;;
IDA & IBRD total;IBT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17874,68027;17501,13897;18393,22283;20494,32109;22389,09195;22694,34639;24294,5774;24184,20693;24680,65485;24778,22894;25708,94629;27724,12403;28589,20576;29297,84615;30023,81548;30120,93074;29273,9655;29982,20218;31148,46675;31958,45592;31599,52108;33197,50177;33556,76687;;
IDA total;IDA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2114,906422;2178,851845;2190,20834;2293,092766;2367,01375;2464,162212;2514,311909;2596,398292;2688,761077;2763,301206;2858,37091;3149,826397;3237,217349;3291,382793;3493,951183;2933,608687;3044,042511;3139,033406;3196,752222;3287,685943;3323,569333;3411,87318;3433,42218;;
IDA blend;IDB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1231,861242;1255,508192;1212,274227;1250,815676;1275,200524;1289,522861;1282,554156;1292,116638;1320,284283;1304,948136;1374,173886;1426,140611;1420,843996;1454,947732;1496,064104;1500,454673;1536,430324;1562,392368;1582,885747;1625,679169;1653,529245;1689,375245;1679,604445;;
Indonesia;IDN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;894,463;1093,4684;1091,9096;1068,2799;1336,4906;1325,1389;1682,5988;1526,8598;1487,5784;1640,2747;1294,0308;1427,21;1545,4345;1523,7828;1838,1317;2562,6989;1877,6125;1673,5983;1488,7914;1870,1025;1411,5445;1391,8729;1450,6218;1498,0956;
IDA only;IDX;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;883,0451793;923,3436529;977,9341132;1042,277091;1091,813226;1174,639351;1231,757753;1304,281654;1368,476795;1458,35307;1484,197024;1723,685787;1816,373353;1836,435061;1997,887078;1433,154014;1507,612188;1576,641038;1613,866475;1662,006775;1670,040089;1722,497935;1753,817735;;
Isle of Man;IMN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1622,8852;1653,2482;1687,3836;1744,2291;1852,9468;1930,8538;2041,5696;2191,3001;2277,9425;2400,9076;2495,0858;2663,5688;2691,9907;2731,3451;2969,1782;3006,3946;3047,8289;3186,6231;3224,8658;3156,9394;2948,148;3194,3908;3411,738;3648,0834;
Not classified;INX;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76,3311;80,029;78,531;78,667;76,4741;78,1538;78,7523;75,4473;73,5482;67,7471;67,4576;62,7066;63,1175;62,882;63,2347;65,1183;67,4973;68,2673;63,5904;61,7379;60,159;61,7703;60,1478;57,7882;
Iran, Islamic Rep.;IRN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;533,631;539,1492;555,4863;602,5165;630,1532;672,9739;719,5309;743,4991;758,9469;779,7179;789,5904;798,2571;788,3747;808,424;827,9465;822,9309;868,6433;896,928;887,0625;898,243;910,8145;953,1586;982,0229;1018,2813;
Iraq;IRQ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iceland;ISL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,2775;10,3955;10,6036;10,569;10,6533;10,6226;10,8193;11,0642;11,4151;11,4753;11,3844;11,2262;11,2248;11,266;11,0071;11,2126;10,7422;10,9039;10,8896;10,7392;10,5558;10,7222;10,7205;10,5225;
Israel;ISR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,7482;68,8675;72,1433;73,9378;73,8579;71,4231;74,6602;77,2981;78,5089;76,9394;82,6413;82,6555;89,5479;80,9964;78,5584;82,2236;82,5517;82,6066;79,1199;81,5227;77,874;78,1893;80,4804;79,3218;
Italy;ITA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;522,2311;508,9129;514,2094;541,4628;545,3194;546,0184;533,3913;548,0819;515,1752;460,4005;465,0716;460,3504;450,2234;401,8725;380,8942;387,4934;380,167;394,5003;367,3638;360,242;328,9823;367,4374;362,8425;319,7331;
Jamaica;JAM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,2508;10,3178;10,2723;10,6427;10,6101;10,5932;11,9875;11,9313;9,5316;7,6904;7,3087;7,2453;6,6535;7,1207;6,8687;6,7389;7,2648;6,9702;8,3745;8,1224;5,5385;6,1063;6,0301;6,5369;
